entidad_ocurrencia,sexo_cat,edad_anios,grupo_edad,conindig_cat,afromex_cat,nacionalidad_cat,lugar_ocurrencia,area_ur_cat
Nuevo León,Hombre,50,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,49,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,19,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,22,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,14,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,36,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Mujer,47,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,34,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,34,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,29,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,15,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Mujer,36,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,25,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,61,Adultos mayores (60+),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,39,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,32,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,32,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Mujer,36,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,61,Adultos mayores (60+),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,23,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,31,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,22,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,24,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,82,Adultos mayores (60+),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,38,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,29,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,59,Adultos (36–59),No indígena,No afromexicana,Mexicana,Otro,Urbana
Nuevo León,Hombre,36,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,16,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Mujer,23,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,58,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,45,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Rural
Nuevo León,Hombre,37,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,28,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Área comercial o de servicios,Urbana
Nuevo León,Hombre,32,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Nuevo León,Hombre,21,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,34,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Mujer,25,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,16,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,16,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,35,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,23,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,37,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,53,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,41,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Mujer,25,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,17,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,34,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,30,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Área comercial o de servicios,Urbana
Nuevo León,Hombre,40,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,21,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,29,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,60,Adultos mayores (60+),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,33,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,32,Jóvenes (20–35),No indígena,No afromexicana,Extranjera,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,59,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,49,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,33,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,21,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,36,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,37,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,53,Adultos (36–59),No indígena,No afromexicana,Mexicana,Área comercial o de servicios,Urbana
Nuevo León,Hombre,38,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,19,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,32,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Nuevo León,Hombre,60,Adultos mayores (60+),Indígena,No afromexicana,Mexicana,Otro,Urbana
Nuevo León,Hombre,24,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,18,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,60,Adultos mayores (60+),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,46,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Rural
Nuevo León,Hombre,17,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,53,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,40,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Mujer,40,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,32,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,30,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,23,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Mujer,20,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,29,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Nuevo León,Hombre,25,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,31,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Mujer,24,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,55,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,30,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,28,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,24,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Mujer,37,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,36,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,37,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,76,Adultos mayores (60+),No indígena,No afromexicana,Mexicana,Otro,Urbana
Nuevo León,Hombre,30,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,52,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,32,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,39,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,23,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,43,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,28,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,27,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Rural
Nuevo León,Hombre,22,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,22,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,20,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,30,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,47,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,33,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Mujer,31,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,43,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,28,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,32,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,18,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,45,Adultos (36–59),No indígena,No afromexicana,Mexicana,Área comercial o de servicios,Urbana
Nuevo León,Hombre,27,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,58,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,28,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Mujer,19,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,36,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,21,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,32,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Mujer,33,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,35,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,25,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,28,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,59,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,56,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,32,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Rural
Nuevo León,Hombre,39,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,28,Jóvenes (20–35),No indígena,No afromexicana,Extranjera,Calle o carretera (vía pública),No especificada
Nuevo León,Hombre,24,Jóvenes (20–35),Indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,24,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Área comercial o de servicios,Urbana
Nuevo León,Hombre,23,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,38,Adultos (36–59),No indígena,No afromexicana,Extranjera,Se ignora,No especificada
Nuevo León,Mujer,40,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Rural
Nuevo León,Hombre,35,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Área comercial o de servicios,Urbana
Nuevo León,Hombre,45,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,48,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Mujer,24,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,35,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,43,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,39,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,26,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,39,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Mujer,25,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,32,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,58,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,21,Jóvenes (20–35),No indígena,No afromexicana,Extranjera,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,23,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Rural
Nuevo León,Hombre,14,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,60,Adultos mayores (60+),No indígena,No afromexicana,Mexicana,Vivienda particular,Rural
Nuevo León,Hombre,36,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,21,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,29,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,32,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,54,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,27,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,39,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Mujer,21,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,26,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,26,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,55,Adultos (36–59),No indígena,No afromexicana,Mexicana,Área comercial o de servicios,Urbana
Nuevo León,Hombre,45,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
